"No.","Ticker","Market Cap","Dividend Yield","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Earnings Date","Price","Change","Volume"
197,"AIZ",7002.58,2.14%,0.90%,6.80%,8.60%,,,0.37,0.37,,7.30%,3.80%,8/4/2020 4:30:00 PM,119.47,1.48%,353343
198,"AJG",19755.86,1.75%,3.60%,14.10%,9.20%,1.10,1.10,0.79,0.85,34.60%,13.40%,10.40%,7/30/2020 4:30:00 PM,103.88,0.82%,684868
199,"AJRD",3123.64,,4.70%,20.90%,15.40%,1.80,1.70,0.50,0.94,17.40%,11.50%,6.40%,,39.99,-0.42%,654027
200,"AJX",220.85,7.05%,1.30%,6.00%,2.40%,0.50,0.50,2.02,3.13,32.10%,23.80%,19.30%,8/4/2020 4:30:00 PM,9.67,0.31%,37174
201,"AKAM",17396.73,,7.90%,14.70%,9.00%,3.30,3.30,0.48,0.00,65.50%,20.40%,17.80%,7/28/2020 4:30:00 PM,106.88,-0.18%,1174028
202,"AKBA",387.63,,-49.80%,-94.70%,-59.40%,2.30,1.80,0.21,0.00,61.70%,,,8/10/2020 8:30:00 AM,2.95,10.49%,11502774
203,"AKCA",1843.39,,-8.00%,-8.90%,6.60%,12.20,11.80,0.00,0.00,94.90%,-13.60%,-12.30%,8/4/2020 4:30:00 PM,18.14,0.00%,897617
204,"AKER",21.57,,-85.60%,-107.00%,-42.30%,6.80,6.80,0.00,0.00,-37.20%,,,,2.44,0.00%,535074
205,"AKO-A",1833.19,6.80%,,,,,,,,,,,,11.97,3.01%,169
206,"AKO-B",1999.90,6.00%,,,11.00%,2.20,1.80,1.36,1.41,41.20%,,,,14.42,3.00%,2855
207,"AKR",1091.79,,1.00%,2.80%,2.10%,,,1.25,1.25,66.10%,-1.00%,14.70%,8/5/2020 4:30:00 PM,12.11,-2.18%,328388
208,"AKRO",1264.49,,-44.80%,-48.00%,,10.90,10.90,0.00,0.00,,,,,36.16,-0.74%,109452
209,"AKTS",299.94,,-58.80%,-100.80%,-49.50%,7.50,7.50,0.56,0.56,-34.90%,,,8/24/2020 8:30:00 AM,8.03,-0.25%,284664
210,"AKTX",59.79,,-211.40%,,,1.30,1.30,0.00,0.00,,,,,1.80,6.51%,57602
211,"AKUS",804.48,,,,,36.20,36.20,0.00,0.00,,,,,23.38,-2.58%,292384
212,"AL",3671.40,1.82%,2.70%,10.40%,5.30%,,,2.49,2.49,,57.60%,27.90%,8/6/2020 4:30:00 PM,32.59,-1.36%,831386
213,"ALAC",49.91,,0.10%,0.10%,,0.00,0.00,0.00,0.35,,,,,10.73,-0.46%,908
214,"ALB",10241.62,1.57%,4.60%,11.20%,7.60%,1.60,1.00,0.78,0.88,33.30%,15.40%,13.00%,8/5/2020 4:30:00 PM,100.45,2.71%,754952
215,"ALBO",620.71,,-46.40%,-82.10%,-65.60%,9.30,9.30,0.00,0.00,,,,,39.05,-1.98%,319311
216,"ALC",28759.08,,,,,,,,,,,,,59.11,0.53%,1813207
217,"ALCO",226.27,1.19%,5.20%,11.70%,9.10%,4.60,3.40,1.05,1.07,37.40%,23.10%,25.80%,,30.39,0.46%,2943
218,"ALDX",267.90,,-68.50%,-100.90%,,14.50,14.50,0.26,0.28,,,,8/6/2020 8:30:00 AM,7.11,0.00%,463235
219,"ALE",2705.27,4.70%,3.00%,7.50%,5.50%,0.30,0.20,0.61,0.83,94.20%,14.20%,14.60%,8/5/2020 8:30:00 AM,53.22,1.27%,367303
220,"ALEC",1083.69,,-28.60%,-50.90%,-58.80%,7.70,7.70,0.00,0.00,,,,,14.10,-0.28%,555297
221,"ALEX",855.95,6.61%,-2.00%,-3.90%,-0.70%,8.30,7.20,0.70,0.00,24.60%,-5.20%,-12.30%,8/6/2020 4:30:00 PM,11.35,-1.30%,206768
222,"ALFA",,0.16%,,,,,,,,,,,7/21/2020 8:30:00 AM,60.91,-1.26%,2891
223,"ALG",1327.95,0.47%,4.90%,9.80%,7.20%,4.30,2.40,0.73,0.76,24.50%,7.70%,4.80%,7/29/2020 4:30:00 PM,110.40,-0.15%,22717
224,"ALGN",26830.81,,53.00%,81.50%,32.00%,1.20,1.10,0.00,0.00,70.70%,12.70%,78.70%,7/22/2020 4:30:00 PM,328.03,-0.55%,581312
225,"ALGT",2330.82,,-0.80%,-2.90%,12.60%,1.10,1.10,1.73,2.04,71.60%,-6.10%,-1.60%,7/29/2020 4:30:00 PM,138.51,-2.60%,140325
226,"ALIM",28.80,,-13.10%,17.60%,-124.80%,3.20,3.00,,,86.70%,-2.60%,-11.70%,7/29/2020 4:30:00 PM,5.61,1.08%,22635
227,"ALJJ",39.39,,-37.50%,-159.30%,-3.00%,1.40,1.30,5.94,6.60,19.30%,-17.00%,-21.20%,,0.84,-7.20%,89256
228,"ALK",5405.52,,5.90%,18.60%,14.00%,0.70,0.70,0.30,0.56,52.50%,15.90%,11.50%,7/23/2020 8:30:00 AM,42.14,-2.27%,1541771
229,"ALKS",2806.09,,-7.00%,-11.80%,-12.80%,2.90,2.60,0.26,0.26,84.40%,-11.60%,-10.90%,7/29/2020 8:30:00 AM,18.45,3.19%,1449593
230,"ALL",29570.97,2.25%,3.60%,18.40%,16.00%,,,0.27,0.27,,12.80%,9.90%,8/4/2020 4:30:00 PM,92.77,-3.27%,1237286
231,"ALLE",9482.79,1.23%,10.00%,41.90%,21.10%,2.10,1.50,2.11,2.11,43.80%,14.90%,10.50%,7/23/2020 8:30:00 AM,104.08,0.24%,966966
232,"ALLK",4164.81,,-22.40%,-23.50%,,23.40,23.40,0.00,0.00,,,,,81.23,0.45%,93087
233,"ALLO",5138.95,,-27.00%,-30.10%,,22.20,22.20,0.00,0.00,,,,8/5/2020 8:30:00 AM,37.18,2.40%,603083
234,"ALLT",317.51,,,,,,,,,,,,8/4/2020 8:30:00 AM,9.41,2.84%,265356
235,"ALLY",9495.12,2.96%,0.40%,4.80%,8.60%,,,1.48,2.29,,52.90%,7.20%,7/17/2020 8:30:00 AM,26.09,1.52%,4161247
236,"ALNA",53.57,,-121.00%,-219.60%,,4.20,4.20,0.22,0.43,,,,8/5/2020 8:30:00 AM,1.37,-0.72%,418499
237,"ALNY",15069.63,,-32.00%,-58.40%,-65.40%,5.60,5.40,0.00,0.00,85.30%,,,8/6/2020 8:30:00 AM,131.02,-0.20%,337750
238,"ALOT",52.62,,,,3.10%,3.00,1.40,0.14,0.22,35.40%,,,9/9/2020 8:30:00 AM,7.79,5.70%,17883
239,"ALPN",189.62,,-48.80%,-125.50%,-126.70%,3.20,3.20,0.61,0.62,,,,8/11/2020 4:30:00 PM,8.33,2.84%,67676
240,"ALRM",2832.09,,9.60%,15.60%,10.90%,3.80,3.20,0.28,0.28,63.10%,9.40%,10.10%,8/5/2020 4:30:00 PM,53.93,-4.62%,905473
241,"ALRN",49.91,,-97.70%,-160.00%,,4.00,4.00,0.01,0.02,,,,,1.34,8.06%,735709
242,"ALRS",392.96,2.63%,1.20%,10.50%,16.80%,,,0.19,0.19,,71.70%,32.90%,7/28/2020 4:30:00 PM,22.16,-2.72%,29279
243,"ALSK",121.92,,1.70%,5.60%,4.70%,1.40,1.30,0.96,1.01,54.10%,10.50%,4.00%,8/5/2020 4:30:00 PM,2.13,-3.18%,144324
244,"ALSN",3849.24,1.98%,9.30%,57.40%,22.10%,2.50,1.90,4.01,4.02,49.40%,28.80%,18.20%,8/4/2020 4:30:00 PM,34.05,-0.76%,688400
245,"ALT",449.38,,-53.40%,-66.00%,-47.00%,17.90,17.90,0.00,0.01,,,,8/12/2020 8:30:00 AM,14.02,1.30%,3055033
246,"ALTA",384.46,2.54%,1.70%,13.10%,26.90%,,,0.00,0.00,,87.70%,37.70%,7/29/2020 4:30:00 PM,20.38,-0.34%,38409
247,"ALTG",255.22,,-5.30%,-16.20%,,0.90,0.40,1.22,3.69,25.10%,,-5.80%,8/13/2020 4:30:00 PM,8.13,0.25%,54817
248,"ALTL",,,,,,,,,,,,,,24.86,-0.86%,2103
249,"ALTM",202.79,,-20.50%,-652.80%,,1.70,1.40,7.01,7.01,70.00%,,,7/29/2020 4:30:00 PM,12.50,1.46%,5537
250,"ALTR",3033.75,,-3.00%,-6.10%,-0.50%,2.40,,0.52,0.52,71.80%,0.30%,-4.80%,8/6/2020 4:30:00 PM,40.66,0.69%,285055
251,"ALTS",,2.56%,,,,,,,,,,,,35.16,0.03%,1168
252,"ALTY",,10.44%,,,,,,,,,,,,10.85,-0.64%,15810
253,"ALV",6578.44,,2.10%,7.00%,12.90%,1.60,1.20,1.32,1.58,16.20%,4.00%,2.00%,7/17/2020 8:30:00 AM,74.72,-1.31%,564714
254,"ALVR",549.37,,,,51.80%,15.30,15.30,,,,,,,26.05,3.09%,491666
255,"ALX",1398.32,6.77%,3.60%,19.60%,,,,4.97,4.97,57.20%,41.30%,22.40%,,261.64,-1.58%,15096
256,"ALXN",25706.02,,5.00%,7.70%,16.90%,4.80,4.30,0.22,0.23,91.60%,7.20%,15.30%,7/30/2020 8:30:00 AM,114.13,-2.09%,2619105
257,"ALXO",1503.36,,,,29.40%,13.00,13.00,,,9.10%,,,,38.22,-3.82%,246308
258,"ALYA",104.88,,,,,,,,,,,,8/13/2020 8:30:00 AM,2.13,3.40%,8782
259,"AM",2545.16,22.99%,-12.20%,-25.10%,-4.90%,1.00,1.00,1.22,1.22,,-96.30%,-78.10%,7/29/2020 4:30:00 PM,5.40,0.93%,4385369
260,"AMAG",350.51,,-32.20%,-81.50%,-80.00%,1.60,1.40,1.14,0.00,64.00%,-79.70%,-87.40%,8/6/2020 8:30:00 AM,9.45,-3.08%,245810
261,"AMAL",373.00,2.54%,0.90%,9.80%,29.70%,,,0.00,0.00,,86.00%,24.90%,7/28/2020 8:30:00 AM,12.41,-1.35%,31187
262,"AMAT",51685.30,1.56%,15.60%,35.90%,20.40%,2.90,1.90,0.57,0.57,44.20%,24.30%,19.60%,8/13/2020 4:30:00 PM,56.34,-0.23%,6763331
263,"AMBA",1771.02,,-9.00%,-10.50%,-11.80%,9.00,8.60,0.00,0.00,58.90%,-22.60%,-20.70%,9/2/2020 4:30:00 PM,52.19,-1.75%,306369
264,"AMBC",539.16,,-2.70%,-28.10%,0.60%,,,6.43,6.43,,,,8/6/2020 4:30:00 PM,11.62,-0.17%,237115
265,"AMBO",39.92,,-6.70%,-37.00%,-66.30%,0.70,0.70,0.00,0.00,30.20%,-13.50%,-12.60%,,1.78,-3.78%,22654
266,"AMC",646.04,2.08%,-22.70%,,2.60%,0.40,0.40,,,64.50%,-64.30%,-75.30%,8/6/2020 4:30:00 PM,5.72,-0.69%,2575252
267,"AMCA",,2.84%,,,,,,,,,,,,28.32,-0.88%,3
268,"AMCI",215.54,,-0.30%,-0.30%,,0.20,0.20,0.00,0.00,,,,,10.34,-1.99%,12767
269,"AMCR",17630.63,4.11%,3.70%,12.20%,7.40%,1.10,0.70,1.30,1.35,20.30%,8.00%,4.90%,8/18/2020 8:30:00 AM,11.32,1.16%,10085814
270,"AMCX",1333.03,,3.50%,30.00%,13.90%,2.40,2.40,4.35,4.48,52.00%,14.10%,6.70%,8/4/2020 8:30:00 AM,25.28,0.40%,1795845
271,"AMD",93115.84,,10.30%,21.50%,12.40%,2.10,1.60,0.15,0.21,44.40%,9.40%,8.00%,7/28/2020 4:30:00 PM,76.55,-0.14%,55071307
272,"AME",23076.65,0.70%,8.90%,17.10%,12.30%,2.50,1.90,0.50,0.52,34.70%,25.00%,18.50%,8/4/2020 8:30:00 AM,102.34,0.00%,477781
273,"AMED",7607.63,,9.20%,19.40%,15.30%,1.00,1.00,0.54,0.56,40.90%,9.20%,6.50%,7/28/2020 4:30:00 PM,235.14,-1.03%,172957
274,"AMEH",911.88,,2.80%,11.00%,5.60%,2.50,2.50,1.11,1.16,15.30%,5.80%,3.20%,8/7/2020 4:30:00 PM,16.94,-2.08%,110448
275,"AMG",3130.54,0.06%,1.60%,4.20%,14.70%,,,0.71,0.72,,27.90%,5.90%,7/27/2020 8:30:00 AM,68.70,1.34%,452500
276,"AMGN",143576.92,2.58%,11.90%,71.70%,21.20%,2.20,1.80,3.20,3.21,78.20%,37.90%,30.00%,7/28/2020 4:30:00 PM,248.08,0.13%,2553011
277,"AMH",8915.56,0.68%,0.90%,1.50%,1.40%,,,0.55,0.55,54.10%,9.20%,7.20%,8/6/2020 4:30:00 PM,28.83,-1.84%,1751387
278,"AMJ",,11.64%,,,,,,,,,,,,11.68,-1.52%,1009880
279,"AMK",1701.83,,-1.10%,-1.50%,1.20%,3.80,3.80,0.14,0.00,68.70%,1.80%,-3.00%,8/4/2020 4:30:00 PM,23.01,-2.00%,28239
280,"AMKR",2793.68,,5.70%,13.70%,5.50%,1.80,1.60,0.67,0.74,17.20%,8.00%,5.90%,7/27/2020 4:30:00 PM,11.48,-0.09%,1572882
281,"AMLP",,45.28%,,,,,,,,,,,,21.58,-1.10%,1982568
282,"AMN",2697.13,,4.00%,11.60%,10.50%,1.30,1.30,1.23,1.24,33.30%,6.80%,3.60%,8/6/2020 4:30:00 PM,57.19,0.85%,245851
283,"AMNB",240.24,4.91%,1.20%,9.40%,20.20%,,,0.11,0.11,,77.70%,31.20%,,22.10,0.45%,9259
284,"AMOM",,0.15%,,,,,,,,,,,,34.14,-0.70%,529
285,"AMOT",395.35,0.29%,4.60%,12.50%,9.90%,2.70,1.50,1.02,0.00,30.50%,7.20%,4.10%,8/5/2020 4:30:00 PM,40.27,-1.30%,5071
286,"AMP",18680.64,2.64%,1.70%,40.20%,8.40%,,,0.67,3.17,51.20%,26.10%,20.50%,7/29/2020 4:30:00 PM,157.01,-0.27%,454678
287,"AMPE",147.41,,-127.50%,-341.50%,,2.70,2.70,0.00,0.00,,,,,0.95,8.36%,7330690
288,"AMPH",927.92,,0.70%,1.00%,-3.20%,2.90,1.70,0.09,0.12,41.50%,2.00%,1.20%,8/6/2020 4:30:00 PM,19.45,-0.21%,168090
289,"AMPY",38.23,55.62%,-62.60%,-172.80%,-1.80%,1.30,1.30,12.46,13.40,45.80%,,,8/5/2020 8:30:00 AM,0.90,0.02%,604436
290,"AMRB",63.71,2.69%,0.80%,7.30%,24.90%,,,0.00,0.00,,90.90%,23.20%,7/16/2020 8:30:00 AM,10.50,0.86%,5070
291,"AMRC",1525.76,,3.10%,9.80%,7.20%,1.50,1.50,0.67,0.77,17.80%,5.70%,4.40%,8/3/2020 4:30:00 PM,30.87,0.29%,168733
292,"AMRH",7.07,,-23.50%,-53.50%,-43.30%,0.80,0.80,0.09,0.49,20.30%,-17.50%,-17.40%,,1.18,-4.07%,128247
293,"AMRK",183.21,,0.20%,2.10%,0.40%,1.20,0.60,1.11,6.84,1.00%,0.10%,0.00%,9/10/2020 4:30:00 PM,33.24,0.33%,120758
294,"AMRN",1651.31,,-1.40%,-2.20%,-3.80%,2.90,2.50,0.00,0.04,78.10%,-3.50%,-2.30%,8/4/2020 8:30:00 AM,4.20,0.48%,8985096
295,"AMRS",756.02,,-180.30%,181.70%,,1.50,1.20,,,41.90%,,,8/6/2020 8:30:00 AM,2.89,5.47%,2555434
296,"AMRX",1291.72,,-4.90%,-72.30%,-14.70%,2.30,1.60,9.36,9.46,32.50%,7.30%,-11.20%,8/6/2020 8:30:00 AM,4.28,1.18%,508553
297,"AMS",10.19,,-0.50%,-1.00%,3.40%,1.20,1.20,0.42,0.58,29.80%,0.60%,-1.40%,,1.83,0.00%,794932
298,"AMSC",284.67,,-14.30%,-23.00%,-32.30%,2.70,2.20,0.00,0.00,18.10%,-28.30%,-23.80%,8/5/2020 4:30:00 PM,12.14,-2.25%,133528
299,"AMSF",1175.73,1.78%,5.90%,20.00%,21.50%,,,0.00,0.00,,31.90%,25.60%,7/30/2020 4:30:00 PM,58.64,-3.44%,149171
300,"AMSWA",466.70,3.05%,4.50%,6.40%,5.00%,2.80,2.80,0.00,0.00,54.40%,5.40%,6.60%,8/26/2020 4:30:00 PM,14.21,-1.59%,92209
301,"AMT",116129.32,1.57%,4.70%,43.80%,9.20%,0.50,0.50,6.04,6.96,71.70%,35.80%,24.70%,7/30/2020 8:30:00 AM,250.74,-4.77%,1994049
302,"AMTB",475.47,,0.20%,1.60%,22.00%,,,0.08,0.08,,61.80%,4.70%,7/24/2020 8:30:00 AM,11.59,0.09%,26652
303,"AMTD",20609.88,3.20%,4.00%,21.50%,19.00%,,,0.39,0.00,95.60%,45.80%,32.90%,7/21/2020 4:30:00 PM,38.68,-0.10%,2670867
304,"AMTI",1113.56,,,,,24.10,24.10,0.00,0.00,,,,,33.01,4.76%,235278
305,"AMTX",44.32,,-21.70%,14.70%,-18.80%,0.30,0.20,,,11.90%,3.00%,-11.60%,8/13/2020 8:30:00 AM,2.61,20.83%,4245233
306,"AMU",,12.75%,,,,,,,,,,,,7.36,-1.25%,378
307,"AMUB",,12.74%,,,,,,,,,,,,7.35,-1.42%,4359
308,"AMWD",1429.91,,4.00%,9.30%,8.20%,2.20,1.50,0.82,0.83,19.50%,7.10%,4.00%,8/25/2020 8:30:00 AM,81.93,-2.94%,102376
309,"AMX",42558.72,2.61%,1.50%,14.00%,11.20%,0.80,0.70,4.53,5.30,38.00%,16.00%,2.50%,,12.84,-1.46%,3505839
310,"AMYT",408.93,,,,,,,,,,,,8/6/2020 8:30:00 AM,12.73,-1.36%,14280
311,"AMZA",,38.87%,,,,,,,,,,,,15.15,-1.37%,68015
312,"AMZN",1570939.17,,5.80%,20.50%,11.70%,1.20,1.00,0.68,0.69,40.30%,5.20%,4.10%,7/30/2020 4:30:00 PM,3008.73,-2.25%,6209041
313,"AN",4918.51,,3.00%,10.00%,12.60%,0.90,0.30,0.57,0.67,16.80%,2.00%,1.50%,7/23/2020 8:30:00 AM,54.14,-1.53%,434724
314,"ANAB",440.41,,-18.90%,-20.20%,-26.40%,19.10,19.10,0.00,0.00,,,,,15.81,0.44%,144770
315,"ANAT",1975.42,4.46%,0.90%,4.30%,4.40%,,,0.11,0.11,,9.30%,7.20%,8/3/2020 4:30:00 PM,73.96,0.49%,33588
316,"ANCN",7.87,,,,,,,,,,,,,1.06,0.00%,23841
317,"ANDA",97.61,,0.40%,0.40%,,0.30,0.30,0.00,0.00,,,,,10.21,0.00%,13068
318,"ANDE",653.46,3.57%,-0.10%,-0.50%,1.20%,1.50,0.80,1.04,1.21,5.50%,-0.40%,-0.10%,8/4/2020 4:30:00 PM,19.59,-0.05%,204077
319,"ANET",15824.73,,18.50%,26.30%,27.80%,5.60,5.10,0.00,0.00,64.10%,31.80%,33.10%,8/4/2020 4:30:00 PM,202.46,-1.63%,782830
320,"ANF",970.91,,-4.40%,-16.40%,4.10%,1.50,1.00,0.43,0.00,58.70%,-1.80%,-4.60%,8/27/2020 8:30:00 AM,15.35,-0.90%,1537696
321,"ANGI",5670.05,,1.10%,1.70%,2.70%,2.10,2.10,0.17,0.19,92.90%,2.40%,1.50%,8/10/2020 4:30:00 PM,10.60,-5.19%,5237745
322,"ANGL",,5.29%,,,,,,,,,,,,30.11,0.10%,1046006
323,"ANGO",353.33,,-24.30%,-29.10%,-33.50%,3.00,1.80,0.09,0.09,56.90%,-63.30%,-63.10%,7/16/2020 8:30:00 AM,9.34,0.11%,192193
324,"ANH",175.46,11.30%,-3.70%,-40.20%,-1.30%,,,0.13,6.44,14.50%,,,8/3/2020 4:30:00 PM,1.80,1.98%,352672
325,"ANIK",528.76,,3.00%,3.90%,8.80%,7.90,6.30,0.17,0.17,63.60%,11.50%,9.00%,7/30/2020 4:30:00 PM,36.69,-1.05%,73783
326,"ANIP",363.91,,-4.40%,-9.90%,4.80%,2.00,1.30,0.93,0.99,61.90%,-8.30%,-10.30%,8/6/2020 8:30:00 AM,29.84,1.19%,45220
327,"ANIX",52.98,,-142.50%,-160.80%,-228.70%,7.60,7.60,0.00,0.00,,,,,2.37,1.50%,129547
328,"ANNX",881.72,,-64.30%,42.40%,,9.90,9.90,,,,,,,21.29,-5.25%,322599
329,"ANPC",52.97,,,,-394.10%,0.30,0.30,,,44.20%,,,9/10/2020 8:30:00 AM,5.20,6.02%,79747
330,"ANSS",27561.06,,9.00%,12.10%,11.20%,2.40,2.40,0.12,0.12,87.20%,28.80%,26.20%,8/5/2020 4:30:00 PM,308.88,-2.83%,475850
331,"ANTE",11.56,,-44.50%,-82.10%,-81.10%,0.50,0.50,0.06,0.19,-14.60%,,,,0.86,-0.33%,14365
332,"ANTM",67025.38,1.44%,7.30%,18.30%,10.70%,,,0.58,0.62,,7.60%,5.20%,7/29/2020 8:30:00 AM,262.91,-0.27%,658673
333,"ANVS",39.83,,-55.40%,-396.00%,,14.50,14.50,0.00,0.00,,,,,5.15,-8.85%,39066
334,"ANY",14.93,,-43.30%,62.70%,,0.50,0.40,,,41.50%,,-87.10%,,2.44,12.44%,310743
335,"AOA",,2.58%,,,,,,,,,,,,58.59,-0.42%,32651
336,"AOD",864.53,,,,,,,,,,,,,8.11,-1.10%,242868
337,"AOK",,2.53%,,,,,,,,,,,,37.44,-0.29%,89075
338,"AOM",,2.58%,,,,,,,,,,,,41.38,-0.10%,235471
339,"AON",46991.01,0.87%,5.90%,51.80%,17.40%,1.10,1.10,2.03,2.25,,23.10%,16.10%,7/31/2020 8:30:00 AM,201.59,-0.46%,1040278
340,"AOR",,2.59%,,,,,,,,,,,,48.76,-0.51%,91348
341,"AOS",8289.83,1.86%,9.90%,18.10%,19.00%,2.00,1.50,0.17,0.17,38.40%,13.80%,10.70%,7/30/2020 8:30:00 AM,53.19,2.78%,1418456
342,"AOSL",330.03,,-0.90%,-2.30%,-3.10%,1.70,1.00,0.43,0.59,22.10%,-3.00%,-1.40%,8/11/2020 4:30:00 PM,12.64,0.00%,55200
343,"AOUT",188.10,,,,,,,,,,,,9/3/2020 4:30:00 PM,14.31,6.32%,229088
344,"AP",41.47,,0.60%,5.50%,-10.90%,1.50,0.80,0.66,0.97,20.40%,1.70%,0.80%,8/6/2020 8:30:00 AM,3.26,0.00%,58096
345,"APA",4767.88,0.80%,-48.60%,-480.10%,-28.30%,1.00,0.70,,,72.40%,,,7/29/2020 4:30:00 PM,12.42,-0.64%,7844515
346,"APAM",2984.11,6.50%,15.00%,121.70%,77.00%,,,1.65,1.65,,37.00%,17.80%,7/28/2020 4:30:00 PM,39.16,0.15%,536301
347,"APD",65679.19,1.77%,9.20%,16.70%,11.50%,3.50,3.30,0.63,0.70,34.40%,25.90%,21.60%,7/23/2020 8:30:00 AM,302.00,-0.15%,568858
348,"APDN",43.23,,-105.10%,-186.00%,,5.00,4.80,0.23,0.27,73.10%,,,8/6/2020 4:30:00 PM,8.24,-2.02%,113987
349,"APEI",426.25,,3.70%,4.50%,2.60%,4.40,4.40,0.00,0.00,61.50%,5.80%,4.40%,8/10/2020 4:30:00 PM,27.95,-2.10%,42793
350,"APEN",28.10,,-45.30%,,-43.20%,2.00,1.50,,,48.80%,-62.50%,-81.70%,,1.37,-2.14%,18319
351,"APEX",3.15,,-12.80%,-165.60%,-4.20%,0.20,0.20,0.14,15.49,,-72.90%,-55.40%,,4.89,-11.57%,69868
352,"APG",2360.12,,,,-2.30%,1.70,1.60,0.80,0.83,19.90%,,,8/12/2020 8:30:00 AM,13.97,-0.21%,316836
353,"APH",32621.47,0.92%,9.80%,24.70%,15.60%,2.60,1.80,0.79,0.79,30.90%,18.60%,13.60%,7/22/2020 8:30:00 AM,110.04,0.88%,1617645
354,"APHA",1238.93,,,,,,,,,,,,7/29/2020 8:30:00 AM,4.66,0.65%,1667018
355,"API",5190.80,,,,5.40%,6.10,6.10,,,68.30%,,,8/17/2020 4:30:00 PM,49.44,-1.02%,246777
356,"APLE",2504.14,,-0.20%,-0.30%,4.80%,,,0.58,0.58,53.40%,5.80%,-1.00%,8/6/2020 4:30:00 PM,10.80,-2.96%,1629971
357,"APLS",2447.07,,-77.90%,-283.10%,,14.70,14.70,1.50,0.00,,,,,31.91,1.27%,436027
358,"APLT",534.79,,-68.40%,-78.70%,,7.90,7.90,0.00,0.00,,,,,23.95,1.57%,71591
359,"APM",51.68,,-54.00%,-67.10%,-103.00%,2.00,2.00,0.01,0.01,-38.00%,,,,1.70,0.00%,142496
360,"APO",20227.61,4.30%,-0.40%,-7.90%,28.50%,,,28.76,28.76,,,-3.50%,7/30/2020 8:30:00 AM,44.51,-2.24%,918145
361,"APOG",554.11,3.62%,4.40%,9.70%,9.50%,0.90,0.70,0.11,0.42,22.60%,5.40%,3.70%,9/17/2020 8:30:00 AM,23.50,13.36%,912023
362,"APOP",8.41,,,,,,,,,,,,,2.24,4.19%,40425
363,"APPF",5032.61,,11.10%,23.30%,21.00%,2.20,2.20,0.66,0.67,62.40%,4.60%,10.60%,8/3/2020 4:30:00 PM,144.36,-0.26%,95340
364,"APPN",4308.13,,-12.40%,-22.10%,-24.50%,3.10,3.10,0.01,0.01,67.10%,-15.90%,-16.90%,8/6/2020 4:30:00 PM,57.78,-4.57%,528555
365,"APPS",2912.63,,17.30%,37.70%,24.30%,0.80,0.80,0.20,0.22,40.60%,12.50%,15.30%,8/5/2020 4:30:00 PM,32.35,0.37%,7591993
366,"APRE",600.30,,-41.90%,-67.60%,,7.90,7.90,0.00,0.00,,,,,29.26,1.77%,72685
367,"APRN",133.25,,-26.50%,-103.20%,-42.80%,1.30,0.90,1.00,0.00,38.30%,-13.80%,-15.70%,7/29/2020 8:30:00 AM,6.93,-1.70%,436939
368,"APT",176.72,,26.00%,32.10%,7.10%,4.20,3.20,0.00,0.00,43.90%,20.20%,18.50%,8/4/2020 8:30:00 AM,14.08,0.07%,666241
369,"APTO",545.08,,-53.80%,-58.10%,,15.80,15.80,0.00,0.00,,,,8/4/2020 4:30:00 PM,5.87,-1.34%,338064
370,"APTS",315.00,11.15%,-6.60%,-17.80%,2.20%,,,1.61,1.67,75.90%,-16.80%,-65.00%,8/10/2020 4:30:00 PM,6.19,-1.43%,399573
371,"APTV",22816.99,,11.60%,34.80%,13.80%,1.90,1.50,0.57,0.60,15.20%,15.70%,13.60%,7/30/2020 8:30:00 AM,83.33,-1.93%,1108873
372,"APTX",161.51,,-46.90%,-49.20%,-58.80%,30.70,30.70,0.00,0.00,,,,8/13/2020 4:30:00 PM,3.43,-0.29%,180090
373,"APVO",26.61,,-48.20%,-137.20%,,1.50,,0.00,0.00,45.50%,,,,7.75,-3.61%,25109
374,"APWC",14.74,,-0.20%,-0.50%,-1.60%,3.70,2.10,0.01,0.12,9.10%,1.00%,-0.20%,9/3/2020 8:30:00 AM,1.03,-0.48%,5440
375,"APXT",454.51,,0.40%,0.50%,,0.80,0.80,0.00,0.00,,,,,10.74,5.29%,2166298
376,"APYX",172.35,,-20.20%,-23.50%,-28.80%,7.20,6.70,0.01,0.01,63.90%,-95.60%,-66.20%,8/10/2020 8:30:00 AM,4.98,-2.16%,13730
377,"AQB",184.20,,-36.50%,-44.50%,-46.40%,6.70,5.50,0.14,0.14,,,,,4.50,8.17%,1782766
378,"AQMS",59.40,,-46.50%,-63.40%,-71.30%,2.20,1.90,0.20,0.21,,,,8/4/2020 4:30:00 PM,0.97,0.52%,106269
379,"AQN",8374.73,,,,,,,,,,,,8/13/2020 4:30:00 PM,14.21,0.50%,487431
380,"AQST",250.40,,-78.20%,241.10%,-106.20%,3.00,2.70,,,68.60%,-66.20%,-84.20%,8/4/2020 4:30:00 PM,8.91,13.94%,1803136
381,"AQUA",2449.99,,4.80%,20.50%,-0.60%,1.90,1.40,1.98,2.04,31.80%,6.80%,5.80%,8/4/2020 8:30:00 AM,20.63,1.03%,531979
382,"AR",764.22,,-14.50%,-31.90%,1.70%,1.00,1.00,0.57,0.57,51.20%,-56.80%,-55.80%,7/29/2020 4:30:00 PM,2.90,-0.34%,8614344
